name,smiles,chembl_id
ANTAZOLINE,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,CHEMBL1305
FOMEPIZOLE,Cc1cn[nH]c1,CHEMBL1308
ISOSORBIDE MONONITRATE,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,CHEMBL1311
TIOPRONIN,CC(S)C(=O)NCC(=O)O,CHEMBL1314
CARPROFEN,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,CHEMBL1316
MOXISYLYTE,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,CHEMBL159226
PROCARBAZINE,CNNCc1ccc(C(=O)NC(C)C)cc1,CHEMBL1321
DARUNAVIR,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,CHEMBL1323
TOLCAPONE,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,CHEMBL1324
BENORILATE,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,CHEMBL162036
PENTAGASTRIN,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,CHEMBL1328
SORAFENIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CHEMBL1336
CEVIMELINE,CC1OC2(CS1)CN1CCC2CC1,CHEMBL168815
PIXANTRONE,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,CHEMBL167731
NITISINONE,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],CHEMBL1337
PHENFORMIN,N=C(N)NC(=N)NCCc1ccccc1,CHEMBL170988
DEBRISOQUIN,N=C(N)N1CCc2ccccc2C1,CHEMBL169901
AMIFAMPRIDINE,Nc1ccncc1N,CHEMBL354077
LOMITAPIDE,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,CHEMBL354541
VARDENAFIL HYDROCHLORIDE,CCCc1nc(C)c2c(O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12,CHEMBL1339
METHOXYFLURANE,COC(F)(F)C(Cl)Cl,CHEMBL1341
OXYBATE,O=C(O)CCCO,CHEMBL1342
GUANETHIDINE MONOSULFATE,N=C(N)NCCN1CCCCCCC1,CHEMBL1345
DARIFENACIN,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,CHEMBL1346
ORLISTAT,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,CHEMBL175247
SILVER NITRATE,O=[N+]([O-])[O-],CHEMBL177367
RILPIVIRINE,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,CHEMBL175691
VALACYCLOVIR,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,CHEMBL1349
SPARSENTAN,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2noc(C)c2C)c(COCC)c1,CHEMBL539423
NERATINIB,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL180022
TILUDRONIC ACID,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,CHEMBL1350
BLONANSERIN,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,CHEMBL178803
LORCASERIN,C[C@H]1CNCCc2ccc(Cl)cc21,CHEMBL360328
RAMATROBAN,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,CHEMBL361812
SODIUM BICARBONATE,O=C([O-])O,CHEMBL1353
SODIUM ACETATE,CC(=O)[O-],CHEMBL1354
SODIUM CITRATE,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],CHEMBL1355
SODIUM BENZOATE,O=C([O-])c1ccccc1,CHEMBL1356
SODIUM LACTATE,CC(O)C(=O)[O-],CHEMBL1357
FULVESTRANT,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,CHEMBL1358
ERTAPENEM,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,CHEMBL1359
AMPICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CHEMBL174
GALLAMINE,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,CHEMBL360055
ATRACURIUM,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,CHEMBL1360
PANCURONIUM,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,CHEMBL185073
ARFORMOTEROL,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,CHEMBL1363
PYRIDOXINE,Cc1ncc(CO)c(CO)c1O,CHEMBL1364
DRONEDARONE,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,CHEMBL184412
TERODILINE,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,CHEMBL363295
"SODIUM PHOSPHATE, MONOBASIC",O=P([O-])(O)O,CHEMBL1368
SODIUM CARBONATE,O=C([O-])[O-],CHEMBL186314
VILAZODONE,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,CHEMBL439849
BUDESONIDE,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CHEMBL1370
PENTAMIDINE ISETHIONATE,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,CHEMBL361506
ACEMETACIN,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL189171
PIRPROFEN,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,CHEMBL188952
CHLORZOXAZONE,O=c1[nH]c2cc(Cl)ccc2o1,CHEMBL1371
ARTESUNATE,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,CHEMBL361497
BUFLOMEDIL,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,CHEMBL188921
TRIPARANOL,CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,CHEMBL187709
METHYLENE BLUE CATION,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,CHEMBL191083
OXIGLUTATIONE,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,CHEMBL1372
MODAFINIL,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,CHEMBL1373
TIAPROFENIC ACID,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,CHEMBL365795
ESFLURBIPROFEN,C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,CHEMBL435298
DEXIBUPROFEN,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,CHEMBL175
CANNABIDIOL,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,CHEMBL190461
PALBOCICLIB,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,CHEMBL189963
NOSCAPINE,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,CHEMBL364713
PROGUANIL,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,CHEMBL1377
THIETHYLPERAZINE,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,CHEMBL1378
ROFLUMILAST,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,CHEMBL193240
ABACAVIR,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,CHEMBL1380
TOLTERODINE,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,CHEMBL1382
SAMIDORPHAN,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3,CHEMBL426084
PAROMOMYCIN,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,CHEMBL370143
KANAMYCIN,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,CHEMBL1384
TROFINETIDE,C[C@@]1(C(=O)N[C@@H](CCC(=O)O)C(=O)O)CCCN1C(=O)CN,CHEMBL197084
ESTRIOL,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,CHEMBL193482
NORETHYNODREL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,CHEMBL1387
MONOBENZONE,Oc1ccc(OCc2ccccc2)cc1,CHEMBL1388
LEVONORGESTREL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,CHEMBL1389
SPIRONOLACTONE,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,CHEMBL1393
MARALIXIBAT,CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O,CHEMBL363392
METHYLTESTOSTERONE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,CHEMBL1395
RIVAROXABAN,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,CHEMBL198362
ATOSIBAN,CCOc1ccc(C[C@H]2NC(=O)CCSSC[C@@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC2=O)cc1,CHEMBL382301
AMIKACIN,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,CHEMBL177
COCAINE,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,CHEMBL370805
POSACONAZOLE,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,CHEMBL1397
STREPTOMYCIN,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,CHEMBL372795
DAUNORUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,CHEMBL178
ANASTROZOLE,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,CHEMBL1399
NITAZOXANIDE,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,CHEMBL1401
PYROVALERONE,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,CHEMBL201960
ELVITEGRAVIR,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,CHEMBL204656
BRINCIDOFOVIR,CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,CHEMBL203321
RANOLAZINE,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,CHEMBL1404
TRIMETAZIDINE,COc1ccc(CN2CCNCC2)c(OC)c1OC,CHEMBL203266
NETUPITANT,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CHEMBL206253
ESTRONE,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,CHEMBL1405
CHOLIC ACID,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,CHEMBL205596
FLUVOXAMINE MALEATE,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,CHEMBL1409
NONOXYNOL 9,CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,CHEMBL1410
GLICLAZIDE,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,CHEMBL427216
BREXANOLONE,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL207538
EPHEDRINE,CN[C@@H](C)[C@H](O)c1ccccc1,CHEMBL211456
PIPERAZINE,C1CNCCN1,CHEMBL1412
CICLOPIROX,Cc1cc(C2CCCCC2)n(O)c(=O)c1,CHEMBL1413
TAVABOROLE,OB1OCc2cc(F)ccc21,CHEMBL443052
NEOSTIGMINE METHYLSULFATE,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,CHEMBL211471
VINBLASTINE SULFATE,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CHEMBL378544
SIBUTRAMINE,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,CHEMBL1419
PRALIDOXIME,C[n+]1ccccc1C=NO,CHEMBL1420
FORODESINE,O=c1[nH]cnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,CHEMBL218291
GARENOXACIN,C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,CHEMBL215303
BOCEPREVIR,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,CHEMBL218394
SAXAGLIPTIN ANHYDROUS,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,CHEMBL385517
DASATINIB ANHYDROUS,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CHEMBL1421
SITAGLIPTIN,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CHEMBL1422
PIMOZIDE,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,CHEMBL1423
TESTOSTERONE,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630
MERCAPTOPURINE ANHYDROUS,Sc1ncnc2nc[nH]c12,CHEMBL1425
DOMPERIDONE,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,CHEMBL219916
DIAZOXIDE,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,CHEMBL181
RIFAMPIN,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CHEMBL374478
DELAMANID,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,CHEMBL218650
NIMODIPINE,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CHEMBL1428
DEXAMETHASONE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,CHEMBL384467
GANCICLOVIR,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,CHEMBL182
ACYCLOVIR,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,CHEMBL184
TELBIVUDINE,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,CHEMBL374731
DORZOLAMIDE,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CHEMBL218490
BRINZOLAMIDE,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CHEMBL220491
TOPIRAMATE,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CHEMBL220492
VASOPRESSIN,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,CHEMBL373742
DESMOPRESSIN,N=C(N)NCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,CHEMBL1429
LAROPIPRANT,CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@@H](CC(=O)O)CC3,CHEMBL426559
TOFACITINIB,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,CHEMBL221959
FLUOROURACIL,O=c1[nH]cc(F)c(=O)[nH]1,CHEMBL185
PENICILLAMINE,CC(C)(S)[C@@H](N)C(=O)O,CHEMBL1430
METFORMIN,CN(C)C(=N)NC(=N)N,CHEMBL1431
DIQUAFOSOL,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,CHEMBL221326
METHSCOPOLAMINE,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,CHEMBL376897
DOXYCYCLINE ANHYDROUS,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,CHEMBL1433
MINOCYCLINE,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,CHEMBL1434
CEFAZOLIN,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,CHEMBL1435
CEFUROXIME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,CHEMBL1436
CEFEPIME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,CHEMBL186
FUSIDIC ACID,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,CHEMBL374975
TIPRANAVIR,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,CHEMBL222559
NOREPINEPHRINE,NC[C@H](O)c1ccc(O)c(O)c1,CHEMBL1437
FAVIPIRAVIR,NC(=O)c1nc(F)cnc1O,CHEMBL221722
ZANAMIVIR,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813
TAZOBACTAM SODIUM,C[C@]1(Cn2ccnn2)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O,CHEMBL1439
TIGECYCLINE,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,CHEMBL376140
BROXYQUINOLINE,Oc1c(Br)cc(Br)c2cccnc12,CHEMBL223448
BEDAQUILINE,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,CHEMBL376488
TETRACYCLINE,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,CHEMBL1440
ETHIONAMIDE,CCc1cc(C(N)=S)ccn1,CHEMBL1441
RALTITREXED,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,CHEMBL225071
PEMETREXED,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,CHEMBL225072
DAPTOMYCIN,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,CHEMBL387675
HYDROCORTISONE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,CHEMBL389621
NAFCILLIN,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,CHEMBL1443
BENZBROMARONE,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,CHEMBL388590
LETROZOLE,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,CHEMBL1444
EFAVIRENZ,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,CHEMBL223228
ALOGLIPTIN BENZOATE,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,CHEMBL227529
FLUOXYMESTERONE,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CHEMBL1445
ALOGLIPTIN,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,CHEMBL376359
KANAMYCIN SULFATE,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,CHEMBL1446
LINCOMYCIN,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,CHEMBL1447
PRETOMANID,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,CHEMBL227875
NICLOSAMIDE,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,CHEMBL1448
TICARCILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,CHEMBL1449
ATOVAQUONE,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,CHEMBL1450
MEPHENESIN,Cc1ccccc1OCC(O)CO,CHEMBL229128
MILRINONE,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,CHEMBL189
TRIAMCINOLONE,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,CHEMBL1451
THEOPHYLLINE ANHYDROUS,Cn1c(=O)c2[nH]cnc2n(C)c1=O,CHEMBL190
SELADELPAR,CCO[C@H](COc1ccc(C(F)(F)F)cc1)CSc1ccc(OCC(=O)O)c(C)c1,CHEMBL230158
LEVAMISOLE,c1ccc([C@H]2CN3CCSC3=N2)cc1,CHEMBL1454
ALTRETAMINE,CN(C)c1nc(N(C)C)nc(N(C)C)n1,CHEMBL1455
MYCOPHENOLATE MOFETIL,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,CHEMBL1456
