ledger_compound,search_term,prediction,pred_g,pred_ci_lo,pred_ci_hi,ledger_ma_year,results_year,independent_of_ledger,cognitive_primary,patient_population,usable,exclusion_reason,nct,title,status,results_posted,completion,primary_completion,enrollment,phase,interventions,primary_outcomes,healthy_flag,eligibility
nicotine,nicotine,POSITIVE,0.34,0.18,0.5,2010,2015,True,False,,False,primary outcome is not a cognitive measure; matched only via the registry's term expansion (attention -> concentration),NCT01669122,Pharmacokinetic Study of 4 mg Nicotine Lozenge.,COMPLETED,2015-01-22,2012-08,2012-08,40,PHASE2,nicotine,"Area Under the Curve From Time 0 to t, AUC (0-t) | Maximum Plasma Concentration (Cmax)",True,"Inclusion Criteria:

\- smoked commercially-manufactured cigarettes daily for the preceding 12 months and routinely smokes first cigarette within 30mins of awakening.

Exclusion Criteria:

* inability to refrain from smoking during confinement period, smoking tobacco in any other form other than commercially manufactured cigarettes, subject has used chewing tobacco or other tobacco products other than commercially manufactured cigarettes within 7 days of dosing"
nicotine,nicotine,POSITIVE,0.34,0.18,0.5,2010,2013,True,False,,False,primary outcome is not a cognitive measure; matched only via the registry's term expansion (attention -> concentration),NCT01536704,Nicotine Lozenge Bioequivalence Study,COMPLETED,2013-04-26,2011-08,2011-08,50,PHASE1,Nicotine (2 mg); Nicotine (4 mg),Area Under the Plasma Concentration Versus Time Curve From Time Zero to Time t [AUC(0-t)] | Maximum Observed Plasma Concentration [Cmaximum (Max)],True,"Inclusion Criteria:

* Participants must be healthy smokers who usually smoked their first cigarette within 30 minutes of waking.
* Body Mass Index within the range 19-27 kilograms/meters\^2

Exclusion Criteria:

* Participants who used chewing tobacco or tobacco products other than cigarettes within 21 days of screening visit"
nicotine,nicotine,POSITIVE,0.34,0.18,0.5,2010,2014,True,False,,False,primary outcome is not a cognitive measure; matched only via the registry's term expansion (attention -> concentration),NCT01847443,Comparison of Pharmacokinetic Profiles of Two Nicotine Gum Formulations,COMPLETED,2014-04-11,2013-06,2013-06,84,PHASE1,Nicotine (2 mg); Nicotine (4 mg),Area Under the Curve From Time 0 to Time 't' [AUC(0-t)] of Nicotine 2 mg Test and Reference Product | AUC(0-t) of Nicotine 4 mg Test and Reference Product | Maximum Observed Concentration (Cmax) of Nicotine 2 mg Test and Reference Product | Cmax of Nicotine 4 mg Test and Reference Product,True,"Inclusion Criteria:

* BMI within the range of 19 to 30 kilograms/meters\^2
* Current cigarette smokers who have smoked daily for at least a year, and smoke their first cigarette within 30 minutes of waking up

Exclusion Criteria:

* Participants who have attempted to quit smoking in the last 12 months, are currently attempting to quit smoking or reduce the number of cigarettes they smoke, or are intending to quit smoking in the next 3 months, with or without use of smoking cessation aids
* Treatment with known hepatic enzyme altering agents"
nicotine,nicotine,POSITIVE,0.34,0.18,0.5,2010,2017,True,False,,False,primary outcome is not a cognitive measure; matched only via the registry's term expansion (attention -> concentration),NCT02532374,"Nicotine Pharmacokinetic and Pharmacodynamics Profile, Safety and Tolerability of P3L",COMPLETED,2017-06-15,2016-02,2015-10,16,NA,Nicorette® inhalator; P3L,Maximum Concentration (Cmax) of Nicotine Following Single Use of Nicorette® Inhalator | Maximum Concentration (Cmax) of Nicotine Following Single Use of P3L 50 µg/Puff | Maximum Concentration (Cmax) of Nicotine Following Single Use of P3L 80 µg/Puff | Maximum Concentration (Cmax) of Nicotine Following Single Use of P3L 150 µg/Puff | Time to the Maximum Concentration (Tmax) of Nicotine Following Single Use of Nicorette® Inhalator | Time to the Maximum Concentration (Tmax) of Nicotine Following Single Use of P3L 50 µg/Puff | Time to the Maximum Concentration (Tmax) of Nicotine Following Single Use of P3L 80 µg/Puff | Time to the Maximum Concentration (Tmax) of Nicotine Following Single Use of P3L 150 µg/Puff | Area Under the Concentration-time Curve From Start of Product Use to the Last Quantifiable Time Point (AUC0-last) of Nicotine Following Single Use of Nicorette® Inhalator | Area Under the Concentration-time Curve From Start of Product Use to the Last Quantifiable Time Point (AUC0-last) of Nicotine Following Single Use of P3L 50 µg/Puff | Area Under the Concentration-time Curve From Start of Product Use to the Last Quantifiable Time Point (AUC0-last) of Nicotine Following Single Use of P3L 80 µg/Puff | Area Under the Concentration-time Curve From Start of Product Use to the Last Quantifiable Time Point (AUC0-last) of Nicotine Following Single Use of P3L 150 µg/Puff | Area Under the Concentration-time Curve From Start of Product Use to 10 Minutes After Start of Product Use (AUC0-10) of Nicotine Following Single Use of Nicorette® Inhalator | Area Under the Concentration-time Curve From Start of Product Use to 10 Minutes After Start of Product Use (AUC0-10) of Nicotine Following Single Use of P3L 50 µg/Puff | Area Under the Concentration-time Curve From Start of Product Use to 10 Minutes After Start of Product Use (AUC0-10) of Nicotine Following Single Use of P3L 80 µg/Puff | Area Under the Concentration-time Curve From Start of Product Use to 10 Minutes After Start of Product Use (AUC0-10) of Nicotine Following Single Use of P3L 150 µg/Puff,True,"Inclusion Criteria:

* Subject is Caucasian
* Smoking, healthy subject as judged by the Investigator
* Subject smoked at least 10 commercially available non-menthol cigarettes (CCs) per day for the last 4 weeks
* Subject has smoked for at least the last 3 years prior to screening
* Subject does not plan to quit smoking in the next 3 months

Exclusion Criteria:

* As per Investigator judgment, the subject cannot participate in the study for any reason (e.g., medical, psychiatric, and/or social reason)
* Subject has donated or been in receipt of whole blood or blood products within 3 months prior to Admission Visit
* Female subject is pregnant or breast feeding
* Female subject does not agree to use an acceptable method of effective contraception
* Female subject uses estrogen-containing hormonal contraception or hormone replacement therapy"
nicotine,nicotine,POSITIVE,0.34,0.18,0.5,2010,2021,True,False,,False,primary outcome is not a cognitive measure; matched only via the registry's term expansion (attention -> concentration),NCT02955329,Vaping THC From Electronic Cigarettes,COMPLETED,2021-04-30,2019-11-30,2019-11-30,8,PHASE3,Nicotine; Cannabis; PAX Loose Leaf Vaporizer,Mean Delivered and Retained Doses | Median Peak THC Concentration (Cmax) | Median Peak Nicotine Concentration (Cmax) | Median THC Exposure | Median Nicotine Exposure | Mean Heart Rate | Mean Score on the Drug Effects Questionnaire (DEQ) | Mean Scores on the Marijuana Craving Questionnaire-Short Form (MCQ-SF) | Mean Scores on the Modified Cigarette Evaluation Questionnaire (mCEQ) | Mean Scores on the Positive Affect Negative Affect Schedule (PANAS) | Mean Scores on the Minnesota Nicotine Withdrawal Scale (MNWS),True,"Inclusion

* Age \>=21 years \<=70 years
* Regular user of tobacco cigarettes (daily or most days)
* Regular user of cannabis in any form (combusted or ingested) at least 5 days out of the month.
* Positive for Tetrahydrocannabinol (THC) on screening toxicology test
* Willing to abstain from tobacco smoking and all other combustible products (ex: cigars) for 12 hours prior to each outpatient hospital admission.
* Willing to abstain from smoking/ingesting cannabis for 12 hours prior to each outpatient hospital admission.
* Willing to abstain from using any kind of nicotine products for 12 hours prior to each outpatient hospital admission (ex: electronic cigarettes, nicotine replacement therapy).
* Saliva cotinine ≥ 30 ng/mL and/or NicAlert of 6
* Healthy (based on limited physical examination and medical history collected during screening)
* Heart rate \< 105 beats per minute (BPM)
* Systolic Blood Pressure \< 160 and \> 90 (considered out of range if both machine and manual readings are above/below these thresholds)
* Diastolic Blood Pressure \< 100 and \> 50 (considered out of range if both machine and manual readings are above/below these thresholds)
* Body Mass Index ≤\<=38.0

E"
nicotine,nicotine,POSITIVE,0.34,0.18,0.5,2010,2026,True,False,,False,primary outcome is not a cognitive measure; matched only via the registry's term expansion (attention -> concentration),NCT04378907,Assessing Electronic Cigarette Nicotine Flux,COMPLETED,2026-02-04,2023-02-01,2023-02-01,33,NA,Cigarette Smoker/ECIG users: 0 mg/ml nicotine concentration; Cigarette Smokers/ECIG users: 6 mg/ml nicotine concentration; Cigarette Smokers/ECIG users: 15 mg/ml nicotine concentration; Cigarette Smokers/ECIG users: 30 mg/ml nicotine concentration,Plasma Nicotine Concentration | Cigarette/ECIG Challenge Paradigm,True,"Inclusion Criteria:

* healthy (determined by self-report)
* between the ages of 18-55
* willing to provide informed consent
* able to attend the lab and abstain from tobacco/nicotine as required and must agree to use designated products according to study protocol

Exclusion Criteria:

• Women if they are breast-feeding or test positive for pregnancy (by urinalysis) at screening.

Some study details about the eligibility criteria are purposely omitted at this time to preserve scientific integrity. Full details will be posted at the conclusion of the study."
oxytocin,oxytocin,POSITIVE,0.29,0.154,0.429,2013,2014,True,False,,False,primary outcome is not a cognitive measure; matched only via the registry's term expansion (attention -> concentration),NCT01551303,Effect of Intranasal Neuropeptide on Emotion Perception in Trait Anxiety,COMPLETED,2014-06-30,2012-12,2012-12,47,NA,Oxytocin; Placebo,Affective Ratings in Affective Learning Task,True,"Inclusion Criteria:

* No current Axis I according to Diagnostic \& Statistical Manual for Psychiatry-IV excluded diagnoses as determined by MINI or Structured Clinical Interview for Diagnosis psychiatric diagnostic interview completed within the past 6 months
* Age 18 to 65
* Subjects must be able to give informed consent and be willing and able to comply with study procedures.

Exclusion Criteria:

* Patients with severe unstable medical illness, clinically significant laboratory findings, or serious medical illness for which hospitalization may be likely within the next three months
* Pregnant or lactating women.
* Subjects currently taking hormones, such as estrogen.
* Known hypersensitivity to oxytocin or to any of the excipients of Syntocinon Nasal spray.
* Known hyponatremia or concurrent use of diuretics.
* Subjects with a history of seizure disorder."
oxytocin,oxytocin,POSITIVE,0.29,0.154,0.429,2013,2020,True,False,,False,primary outcome is not a cognitive measure; matched only via the registry's term expansion (attention -> concentration),NCT02999100,Comparison of Inhaled Oxytocin (IH) With Intramuscular (IM) Oxytocin in Pregnant Women and With Intravenous (IV) Oxytocin in Healthy Non-pregnant Women,TERMINATED,2020-03-05,2019-03-04,2019-03-01,31,PHASE1,IH Oxytocin; IM Oxytocin; IV Oxytocin; ROTAHALER,"Part 1: Plasma Concentration Time Profile of Oxytocin | Part 1: Maximum Observed Plasma Concentration (Cmax) of Oxytocin | Part 1: Observed Plasma Concentration (Cp) 10 of Oxytocin | Part 1: Observed Plasma Concentration (Cp) 20 of Oxytocin | Part 1: Observed Plasma Concentration (Cp) 30 of Oxytocin | Part 1: Time to Reach Maximum Observed Concentration (Tmax) of Oxytocin | Part 1: Area Under the Concentration-time Curve From Time Zero to the Time of the Last Quantifiable Concentration (AUC[0-t]) of Oxytocin | Part 1: Terminal Phase Half-life (t1/2) of Oxytocin | Part 2: Number of Participants With Non-serious Adverse Events (Non-SAEs) and Serious Adverse Events (SAEs) | Part 2: Absolute Values of Systolic Blood Pressure (SBP) and Diastolic Blood Pressure (DBP) | Part 2: Change From Baseline in SBP and DBP | Part 2: Change From Baseline in Heart Rate | Part 2: Absolute Values of Heart Rate | Part 2: Absolute Values of PR Interval, QRS Duration, Corrected QT Interval Using Bazett's (QTcB) Formula and Corrected QT Interval Using Fredericia's Formula (QTcF) Interval | Part 2: Number of Participants With Abnormal Respiratory Events | Part 2: Forced Expiratory Volume at 1 Minute (FEV1) | Part 2: Percent Oxygen in Blood | Part 2: Absolute Values of Respiration Rate | Part 2: Plasma Concentration Time Profile of Oxytocin. | Part 2: Maximum Observed Plasma Concentration (Cmax) of Oxytocin | Part 2: Observed Plasma Concentration (Cp)10 of Oxytocin | Part 2: Observed Plasma Concentration (Cp)20 of Oxytocin | Part 2: Observed Plasma Concentration (Cp)30 of Oxytocin | Part 2: Time to Reach Maximum Observed Concentration (Tmax) of Oxytocin | Part 2: Area Under the Concentration-time Curve From Time Zero Extrapolated to Time 't' (AUC[0-t]) of Oxytocin | Part 2: Plasma Clearance (CL) of Oxytocin for IV Route Only | Part 2: Volume of Distribution (VOD) of Oxytocin for IV Route Only | Part 2: Time to Reach Terminal Phase Half-life (t1/2) of Oxytocin",True,"Inclusion Criteria:

All Groups:

* Between 18 and 40 years of age inclusive, at the time of signing the informed consent.
* Healthy as determined by the investigator or medically qualified designee based on a medical evaluation including medical history, physical examination, and laboratory tests as required per protocol.
* Subject clinical chemistry and haematology values within an acceptable range for the population recruited and not of abnormal clinical significance. A subject with a clinical abnormality or laboratory parameter(s) which is/are not specifically listed in the inclusion or exclusion criteria, outside the reference range for the population being studied may be included only if the investigator in consultation with the Medical Monitor (if required) agree and document that the finding is unlikely to introduce additional risk factors and will not interfere with the study procedures.
* Adequate peripheral venous access for cannulation.

Group 1 Only:

* Currently pregnant, with an uncomplicated pregnancy as determined by the investigator or designee.
* Estimated date of delivery within 24 weeks of screening.
* Planned spontaneous vaginal birth and considered by investi"
oxytocin,oxytocin,POSITIVE,0.29,0.154,0.429,2013,2024,True,False,,False,primary outcome is not a cognitive measure; matched only via the registry's term expansion (attention -> concentration),NCT05672667,A Pharmacokinetic Study of Intravenous and Intranasal Oxytocin in Healthy Subjects,COMPLETED,2024-08-06,2023-11-01,2023-11-01,25,PHASE1,intravenous oxytocin; intranasal oxytocin,Plasma Oxytocin Concentration 2 Minutes After Infusion Initiated | Plasma Oxytocin Concentration 5 Minutes After Infusion Initiated | Plasma Oxytocin Concentration 10 Minutes After Infusion Initiated | Plasma Oxytocin Concentration 20 Minutes After Infusion Initiated | Plasma Oxytocin Concentration 30 Minutes After Infusion Initiated | Plasma Oxytocin Concentration 40 Minutes After Infusion Initiated | Plasma Oxytocin Concentration 50 Minutes After Infusion Initiated | Plasma Oxytocin Concentration 65 Minutes After Infusion Initiated | Plasma Oxytocin Concentration 90 Minutes After Infusion Initiated | Plasma Oxytocin Concentration 120 Minutes After Infusion Initiated | Plasma Oxytocin Concentration 1 Minute After First Intranasal Puffs | Plasma Oxytocin Concentration 2 Minutes After First Intranasal Puffs | Plasma Oxytocin Concentration 5 Minutes After First Intranasal Puffs | Plasma Oxytocin Concentration 7 Minutes After First Intranasal Puffs | Plasma Oxytocin Concentration 10 Minutes After First Intranasal Puffs | Plasma Oxytocin Concentration 15 Minutes After First Intranasal Puffs | Plasma Oxytocin Concentration 20 Minutes After First Intranasal Puffs | Plasma Oxytocin Concentration 25 Minutes After First Intranasal Puffs | Plasma Oxytocin Concentration 35 Minutes After First Intranasal Puffs | Plasma Oxytocin Concentration 45 Minutes After First Intranasal Puffs | Plasma Oxytocin Concentration 60 Minutes After First Intranasal Puffs,True,"Inclusion Criteria:

* Male or female \> 18 and \< 75 years of age, Body Mass Index (BMI) \<40.
* Generally in good health as determined by the Principal Investigator based on prior medical history, American Society of Anesthesiologists physical status 1 or 2.
* For healthy volunteers, normal blood pressure (systolic 100-140 mmHg; diastolic 60-90 mmHg) resting heart rate 45-90 beats per minute) without medication. For those with hypertension, blood pressure controlled with anti-hypertensive medication and with a resting heart rate 45-100 beats per minute.
* Female subjects of child-bearing potential and those \< 1 year post-menopausal, must be practicing highly effective methods of birth control such as hormonal methods (e.g., combined oral, implantable, injectable, or transdermal contraceptives), double barrier methods (e.g., condoms, sponge, diaphragm, or vaginal ring plus spermicidal jellies or cream), or total abstinence from heterosexual intercourse for a minimum of 1 full cycle before study drug administration.

Exclusion Criteria:

* Hypersensitivity, allergy, or significant reaction to any ingredient of Pitocin®
* Any disease, diagnosis, or condition (medical or surgical) t"
oxytocin,oxytocin,POSITIVE,0.29,0.154,0.429,2013,2025,True,False,,False,primary outcome is not a cognitive measure; matched only via the registry's term expansion (attention -> concentration),NCT05312008,Does Oxytocin Alter Tolerance to or Motivation for Alcohol,TERMINATED,2025-03-04,2023-12-21,2023-12-21,6,PHASE2,Intranasal oxytocin; Intranasal placebo,Subjective Effect of Alcohol - Craving | Subjective Effects of Alcohol - Intoxication | Stop Signal Response Task | Stroop Test | Alcohol Purchase Task (Variable OMax),True,"Inclusion Criteria:

* Heavy alcohol drinkers.
* Able to understand/complete questionnaires and procedures in English.
* Have venous access sufficient to allow blood sampling.

Exclusion Criteria:

* Latex allergy.
* Nasal condition that compromises delivery and/or absorption of intra-nasal oxytocin
* Pregnant or breast-feeding women.
* Desire to be treated for any substance use disorder or court ordered to not drink alcohol
* Medical disorders or other conditions such as alcohol withdrawal seizures or delirium tremens that may influence study outcome or participant safety.
* Positive urine drug screen for amphetamines/ methamphetamines, barbiturates, benzodiazepines, cocaine, opiates, or phencyclidine if determined by the PI to adversely affect participant safety or data integrity.
* Medications (past 30 days) that could influence participant safety or data integrity (e.g. antidepressants, antipsychotics, benzodiazepines, etc.) as determined by the PI.
* DSM 5 Disorders (other than alcohol) or current/history of neurological disease of cerebral origin, or head injury with \> 20 min loss of consciousness, if determined by the PI to affect participant safety or data integrity.
* Pos"
oxytocin,oxytocin,POSITIVE,0.29,0.154,0.429,2013,2021,True,False,,False,primary outcome is not a cognitive measure; matched only via the registry's term expansion (attention -> concentration),NCT03033784,Autism Oxytocin Brain Project,COMPLETED,2021-01-12,2018-10-03,2018-10-03,51,PHASE2,8 International Units (IU) of Oxytocin; 24IU of Oxytocin; 48IU of Oxytocin; Placebo,Resting State Functional Connectivity (rsFC) Salience Network (Anterior Cingulate Cortex (ACC) and Insula Versus Visual Cortex) | Blood Oxygen Level Dependent (BOLD) Activity in Response to Social Cues | Percent Change in Blood Oxygen Level Dependent (BOLD) Activity During Ball-Game Task | Oxytocin Plasma Concentration,True,"Inclusion Criteria for ASD Participants:

* Have an ASD diagnosis based on the Autism Diagnostic Observation Schedule (ADOS) and Autism Diagnostic Interview (ADI) criteria, gold standards of research-based autism diagnosis
* Intelligence quotient (IQ) \> 70
* Normal or corrected-to-normal vision

Exclusion Criteria for ASD Participants:

* Recent occurrence of seizures (past 5 years)
* Brain damage or head trauma (can be included at discretion of PI and sponsor)
* Color blind
* Cardiovascular disease
* Presence of a severe medical problem
* Severe mental retardation
* Alcoholism or substance abuse
* Asthma (can be included at the discretion of study physician/nurse practitioner if episodes are infrequent and no active problems at time of the study)
* Migraine headaches (at the discretion of the nurse practitioner or the study physician)
* Claustrophobia (at discretion of study physician/designee/PI)
* Pacemakers, cochlear implants, surgical clips or metal fragments

Inclusion Criteria for Healthy Age-Matched Controls:

* IQ \> 70
* Normal or corrected-to-normal vision

Exclusion Criteria for Healthy Age-Matched Controls:

* History of seizures
* Neurological disorder
* Current psyc"
oxytocin,oxytocin,POSITIVE,0.29,0.154,0.429,2013,2021,True,False,,False,primary outcome is not a cognitive measure; matched only via the registry's term expansion (attention -> concentration),NCT03929367,PK Sampling After IV Oxytocin and Effects on Sensory Function in Healthy Volunteers,COMPLETED,2021-04-19,2020-03-01,2020-03-01,11,PHASE4,Oxytocin,Oxytocin Concentration | Oxytocin Concentration | Oxytocin Concentration | Oxytocin Concentration | Oxytocin Concentration | Oxytocin Concentration | Oxytocin Concentration | Oxytocin Concentration | Oxytocin Concentration | Oxytocin Concentration | Oxytocin Concentration,True,"Inclusion Criteria:

* Male or female \> 18 and \< 60 years of age, Body Mass Index (BMI) \<40.
* Generally in good health as determined by the Principal Investigator based on prior medical history, American Society of Anesthesiologists physical status I or II
* Normal blood pressure (systolic 90-140 mmHg; diastolic 50-90 mmHg) resting heart rate 45-100 beats per minute) without medication
* Female subjects of child-bearing potential and those \< 1 year post-menopausal, must be practicing highly effective methods of birth control such as hormonal methods

Exclusion Criteria:

* Hypersensitivity, allergy, or significant reaction to any ingredient of Pitocin®
* Any disease, diagnosis, or condition (medical or surgical) that, in the opinion of the Principal Investigator, would place the subject at increased risk (active gynecologic disease in which increased tone would be detrimental e.g., uterine fibroids with ongoing bleeding), compromise the subject's compliance with study procedures, or compromise the quality of the data
* Women who are pregnant (positive result for serum pregnancy test at screening visit), women who are currently nursing or lactating, women that have been pregnan"
melatonin,melatonin,NEGATIVE,-0.74,-1.03,-0.45,2021,2016,False,False,,False,primary outcome is not a cognitive measure; matched only via the registry's term expansion (attention -> concentration)results available 2016 vs ledger meta-analysis 2021; could have been included in the pooled estimate,NCT02591238,Melatonin in Smoke-induced Vascular Injury,COMPLETED,2016-03-03,2015-10,2015-07,68,PHASE4,non-smoker oral placebo; non-smoker oral melatonin; smoker oral placebo; smoker oral melatonin,Smoke-induced Vascular Injury and Melatonin's Effect in This Process Assessed by the Concentration of Fbg. | Smoke-induced Vascular Injury and Melatonin's Effect in This Process Assessed by the Concentration of Glu. | Smoke-induced Vascular Injury and Melatonin's Effect in This Process Assessed by the Concentration of FFA. | Smoke-induced Vascular Injury and Melatonin's Effect in This Process Assessed by the Concentration of TC. | Smoke-induced Vascular Injury and Melatonin's Effect in This Process Assessed by the Concentration of TG. | Smoke-induced Vascular Injury and Melatonin's Effect in This Process Assessed by the Concentration of LDL-C.,True,"Inclusion Criteria:

* Healthy smokers：must above 10 cigarettes per day, at least 1 year
* Healthy non-smokers

Exclusion Criteria:

* Cardiovascular disease
* Systolic blood pressure above 140 mm Hg
* Diastolic blood pressure above 90 mmHg
* Psychiatric disorders
* Cancer
* Pregnant
* Lactating
* Taking antipsychotic drugs orally during the 2 weeks of the trial"
scopolamine,scopolamine,NEGATIVE,-0.86,-1.08,-0.64,2025,2018,False,False,,False,primary outcome is not a cognitive measure; matched only via the registry's term expansion (attention -> concentration)results available 2018 vs ledger meta-analysis 2025; could have been included in the pooled estimate,NCT03029650,Scopolamine Patch Pharmacokinetics in Healthy Adults,COMPLETED,2018-06-21,2018-03,2017-04,26,PHASE4,Transderm Scop®; Intravenous scopolamine hydrobromide,Measurement of Maximum Serum Concentration of Scopolamine (Cmax),True,"Inclusion Criteria:

1. Men or non-pregnant women of any ethnic background between the age of 18 and 65 years old.
2. Subjects must be non-smokers (must have refrained from the use of nicotine-containing substances, including tobacco products (e.g., cigarettes, cigars, chewing tobacco, gum, patch or electronic cigarettes) over the previous 12 months and are not currently using tobacco products.
3. Provide written informed consent before initiation of any study procedures.
4. Available for follow-up for the planned duration of the study.
5. Able to communicate well with the investigators.
6. Able to adhere to the study protocol schedule, study restrictions and examination schedule.
7. Subjects who are within their ideal body weight (BMI between 18-29.9 kg/m2).
8. Demonstrate comprehension of the protocol procedures and knowledge of study, as demonstrated a study member filling out a consent checklist form to verify that the subject understands all aspects of the study including the purpose, procedures, risks and benefits.
9. Subjects deemed to be healthy as judged by the Medically Accountable Investigator (MAI) and determined by medical history, physical examination, and medication "
scopolamine,scopolamine,NEGATIVE,-0.86,-1.08,-0.64,2025,2019,False,False,,False,primary outcome is not a cognitive measure; matched only via the registry's term expansion (attention -> concentration)results available 2019 vs ledger meta-analysis 2025; could have been included in the pooled estimate,NCT02918266,TAK-071 Scopolamine-Induced Cognitive Impairment Study,TERMINATED,2019-06-14,2017-08-08,2017-08-02,18,PHASE1,Scopolamine; TAK-071; Donepezil; Scopolamine Placebo; TAK-071 Placebo; Donepezil Placebo,Part 2: Change From Baseline in Total Number of Errors on the Groton Maze Learning Test (GMLT) at 2 Hours Post-Scopolamine Dose on Day 2,True,"Inclusion Criteria:

1\. Weighs at least 50 kilogram (kg) and has a body mass index (BMI) from 18.0 to 30.0 kilogram per square meter (kg/m\^2), inclusive at Screening.

Additional inclusion criteria for Part 2:

1. Able to perform the CogState battery.
2. Change from Baseline (average) in total GMLT errors of less than or equal to (\<=) -5 at 2 hours postdose of scopolamine.
3. Sleepiness score less than (\<) 8 on the karolinska sleepiness scale (KSS) at 2 hours postdose of scopolamine.
4. Passes a hearing test with at least 80 percent (%) correct responses and no more than 20% false positives. This test can be repeated once to determine eligibility.

Exclusion Criteria:

1. Has a history of drug abuse (defined as any illicit drug use) or a history of alcohol abuse (defined as regular consumption of 4 or more units per day) within 1 year prior to the Screening visit or is unwilling to agree to abstain from alcohol and drugs throughout the study. One unit is equivalent to a half-pint of beer or 1 measure of spirits or 1 glass of wine.
2. Has used nicotine-containing products (including but not limited to cigarettes, pipes, cigars, chewing tobacco, nicotine patch or nicotine gum) wi"
scopolamine,scopolamine,NEGATIVE,-0.86,-1.08,-0.64,2025,2019,False,False,,False,primary outcome is not a cognitive measure; matched only via the registry's term expansion (attention -> concentration)results available 2019 vs ledger meta-analysis 2025; could have been included in the pooled estimate,NCT01734902,Relative Bioavailability Study to Investigate and to Compare Two Different Formulations of Hyoscine Butylbromide in Healthy Male and Female Volunteers,COMPLETED,2019-04-23,2012-12-01,2012-12-01,30,PHASE1,Hyoscine butylbromide; Hyoscine butylbromide,Maximum Measured Concentration of the Hyoscine Butylbromide in Plasma (Cmax) | Area Under the Concentration-time Curve of the Hyoscine Butylbromide in Plasma Over the Time Interval From 0 to the Last Quantifiable Data Point (AUC0-tz),True,"Inclusion criteria:

1\. Healthy male and female subjects

Exclusion criteria:

1\. Any relevant deviation from healthy conditions"
scopolamine,scopolamine,NEGATIVE,-0.86,-1.08,-0.64,2025,2017,False,False,,False,primary outcome is not a cognitive measure; matched only via the registry's term expansion (attention -> concentration)results available 2017 vs ledger meta-analysis 2025; could have been included in the pooled estimate,NCT02516098,Determine the Bioequivalence of Two Formulations of Hyoscine Butylbromide.,COMPLETED,2017-02-13,2015-12,2015-12,56,PHASE1,hyoscine butylbromide,Maximum Observed Plasma Concentration of Hyoscine Butylbromide (Cmax) | AUC Time Zero to Times of Last Quantifiable Concentration (AUC 0-t),True,"Inclusion criteria:

healthy males and females, aged 18-50years, BMI 18,5-30

Exclusion criteria:

History of hypersensitivity or allergy to IMP"
scopolamine,scopolamine,NEGATIVE,-0.86,-1.08,-0.64,2025,2015,False,True,,False,results available 2015 vs ledger meta-analysis 2025; could have been included in the pooled estimate,NCT02051335,Roflumilast and Donepezil to Reverse Scopolamine Induced Cognitive Deficits in Healthy Adults,COMPLETED,2015-08-17,2014-05,2014-05,27,PHASE1,Roflumilast; Roflumilast placebo; Donepezil; Donepezil placebo; Scopolamine,Change From Baseline in the Verbal Recall Memory (VRM) Total Number of Correct Responses for Delayed Recall at 1 Hour After Scopolamine Administration | Change From Baseline in the Verbal Recall Memory (VRM) Total Number of Correct Responses for Immediate Recall at 1 Hour After Scopolamine Administration,True,"Inclusion Criteria:

1. In the opinion of the investigator, the participant is capable of understanding and complying with protocol requirements.
2. The participant or, when applicable, the participant's legally acceptable representative signs and dates a written, informed consent form and any required privacy authorization prior to the initiation of any study procedures.
3. Is a healthy adult male.
4. Is aged 18 to 45 years, inclusive, at the time of informed consent.
5. Weighs at least 60 kg and has a body mass index (BMI) between 18 and 32 kg/m\^2 inclusive at Screening.
6. A male participant who is nonsterilized and sexually active with a female partner of childbearing potential agrees to use adequate contraception from signing of informed consent throughout the duration of the study and for 12 weeks after last dose.
7. Has clinical laboratory evaluations (including clinical chemistry, hematology and complete urinalysis) within the reference range for the testing laboratory, unless the results are deemed not to be clinically significant (CS) by the investigator at screening and Day -1 (Check-in) of Period 1.

Exclusion Criteria:

1. Has received any investigational compound wit"
alcohol_acute,alcohol,NEGATIVE,-0.3,-0.39,-0.211,2022,2026,True,False,,False,primary outcome is not a cognitive measure; matched only via the registry's term expansion (attention -> concentration),NCT03106363,Combined Alcohol and Cannabis Effects on Skills of Young Drivers,COMPLETED,2026-07-24,2020-01-17,2020-01-17,49,NA,alcohol; placebo alcohol; delta 9 tetrahydrocannabinol; placebo delta 9 tetrahydrocannabinol,Psychomotor Impairment: Standard Deviation of Lateral Position,True,"Inclusion Criteria:

* Use of cannabis at least once a week confirmed by urine point-of-care testing;
* Males who report consuming at least 5 drinks and females who report consuming at least 4 drinks in about 2 hours in the past 6 months and at least one episode of rapid alcohol consumption in the past 6 months (3 or more drinks over a span of one hour)
* 19-29 years of age;
* Holds a class G or G2 Ontario driver's licence (or equivalent from another jurisdiction) for at least 12 months;
* Willing to abstain from using alcohol for 48 hours and cannabis for 72 hours prior to Practice and Test Sessions.
* Willing to abstain from all other drugs not prescribed for medical purposes for the duration of the study;
* Provides written and informed consent.

Exclusion Criteria:

* Urine toxicology screens negative for cannabis upon eligibility assessment;
* Diagnosis of severe medical or psychiatric conditions;
* Females: Pregnancy or breastfeeding;
* Meets criteria for Alcohol or Substance Dependence (current or lifetime) (DSM-IV);
* Is a regular user of medications that affect brain function (i.e., antidepressants, benzodiazepines, stimulants);
* Taking medications or have any medical con"
